collection_batch_id,inventory_uid,canonical_inventory_id,query_text,query_tier,query_template_version,marketplace_id,fetched_at,item_id,title,price_value,price_currency,condition,condition_id,buying_options,item_web_url,image_url,seller_username,seller_feedback_score,seller_feedback_percentage,shipping_cost_value,shipping_cost_currency,item_location_country,item_location_city,item_creation_date
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|227390634176|0,Gleitritzel Neuwertig für Rolex (Code 1530 7871) Sliding Pinion,86.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227390634176?_skw=Rolex+1530+7871&hash=item34f189b8c0:g:GjUAAeSwTy5qawmc,https://i.ebayimg.com/images/g/GjUAAeSwTy5qawmc/s-l225.jpg,*rarecollections,1407,100.0,29.00,EUR,IT,,2026-06-16T06:24:53.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|117159201384|0,ROLEX Cal.1530-7871 Gleitritzel Originalteile Rad 5500 5513,147.74,EUR,Gebraucht,3000,FIXED_PRICE,https://www.ebay.de/itm/117159201384?_skw=Rolex+1530+7871&hash=item1b473b8a68:g:5aEAAeSwMc9p6jRc,https://i.ebayimg.com/images/g/5aEAAeSwMc9p6jRc/s-l225.jpg,j_popular_shop,1637,99.4,20.53,EUR,JP,,2026-04-23T19:14:37.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|406700929951|0,GENERIC kompatibles Schieberitzel für ROLEX 1530 Ref. 7871 (NEU),25.00,EUR,Nuovo con etichette,1000,FIXED_PRICE,https://www.ebay.de/itm/406700929951?_skw=Rolex+1530+7871&hash=item5eb143b39f:g:-YEAAeSwh8lqL-Ef,https://i.ebayimg.com/images/g/-YEAAeSwh8lqL-Ef/s-l225.jpg,fornitura_boccacci,4294,99.9,19.00,EUR,IT,Sant Angelo Romano,2026-02-16T12:25:53.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|306752560053|0,Rolex Original 1520 1530 7871 Schieberitzel New Old Stock Original Versiegelt,58.43,EUR,Neu mit Etikett,1000,FIXED_PRICE,https://www.ebay.de/itm/306752560053?_skw=Rolex+1530+7871&hash=item476be09bb5:g:waYAAOSwPrxmpoeH,https://i.ebayimg.com/images/g/waYAAOSwPrxmpoeH/s-l225.jpg,369watchpartsltd,679,100.0,38.89,EUR,GB,,2026-02-06T20:27:44.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|227186980565|0,Gleitritzel Neu Blister NOS für Rolex (Code 1530 7871) Sliding Pinio X1,119.90,EUR,Nuovo con etichette,1000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227186980565?_skw=Rolex+1530+7871&hash=item34e56636d5:g:JVMAAeSwDhxqawq3,https://i.ebayimg.com/images/g/JVMAAeSwDhxqawq3/s-l225.jpg,*rarecollections,1407,100.0,29.00,EUR,IT,,2026-01-24T09:57:29.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|317657763604|0,Original Rolex Schieberitzel Cal.1530-7871 unbenutzt passend für Air King Sub...,141.17,EUR,Neu ohne Etikett,1500,FIXED_PRICE,https://www.ebay.de/itm/317657763604?_skw=Rolex+1530+7871&hash=item49f5e0cf14:g:3lwAAeSwd4NpO8o2,https://i.ebayimg.com/images/g/3lwAAeSwd4NpO8o2/s-l225.jpg,j-style.lx,6084,99.3,0.00,EUR,JP,,2025-12-14T09:26:04.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|127326767495|0,Rolex 1530-7871 - Schieberitzel,70.00,EUR,Nuovo senza scatola o documenti,1500,FIXED_PRICE,https://www.ebay.de/itm/127326767495?_skw=Rolex+1530+7871&hash=item1da5444987:g:roUAAeSw9RFoqfvS,https://i.ebayimg.com/images/g/roUAAeSw9RFoqfvS/s-l225.jpg,borr_8855,138,100.0,20.00,EUR,IT,Spilimbergo,2025-08-24T17:38:07.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|226902741865|0,GEBRAUCHT Gebraucht Rolex 1530 7871 Sliding Pinion Brücke Ersatzteil,48.40,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/226902741865?_skw=Rolex+1530+7871&hash=item34d4751369:g:DYEAAeSwMvhpaI3D,https://i.ebayimg.com/images/g/DYEAAeSwMvhpaI3D/s-l225.jpg,*rarecollections,1407,100.0,29.00,EUR,IT,Cesena,2025-08-04T09:27:31.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|186807123255|0,"Original ROLEX Sperrrad B7876-Y1 für 1570, 1530, 1520, 7871",99.95,EUR,Neu mit Etikett,1000,FIXED_PRICE,https://www.ebay.de/itm/186807123255?_skw=Rolex+1530+7871&hash=item2b7e927d37:g:uH0AAeSw6EFonDK4,https://i.ebayimg.com/images/g/uH0AAeSw6EFonDK4/s-l225.jpg,watchparts24,71586,100.0,0.00,EUR,DE,Hamburg,2024-11-25T13:47:44.000Z
batch_20260723_095422,iuid_618502ab44a54e1a,rolex_1530_7871,Rolex 1530 7871,1,v1,EBAY_DE,2026-07-30T19:39:25+00:00,v1|186805705459|0,"Original ROLEX Kupplungstrieb B7871-Y1 für 1570, 1530, 1520, 7871",119.95,EUR,Neu mit Etikett,1000,FIXED_PRICE,https://www.ebay.de/itm/186805705459?_skw=Rolex+1530+7871&hash=item2b7e7cdaf3:g:9ngAAeSwOEFonEDQ,https://i.ebayimg.com/images/g/9ngAAeSwOEFonEDQ/s-l225.jpg,watchparts24,71586,100.0,0.00,EUR,DE,Hamburg,2024-11-24T20:46:49.000Z
