collection_batch_id,inventory_uid,canonical_inventory_id,query_text,query_tier,query_template_version,marketplace_id,fetched_at,item_id,title,price_value,price_currency,condition,condition_id,buying_options,item_web_url,image_url,seller_username,seller_feedback_score,seller_feedback_percentage,shipping_cost_value,shipping_cost_currency,item_location_country,item_location_city,item_creation_date
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|206447344594|0,Genuine Rolex Caliber 1030 Pallet Fork  used (Z379),100.00,EUR,Gebraucht - Gut,3000,FIXED_PRICE,https://www.ebay.de/itm/206447344594?_skw=Rolex+1030&hash=item3011387bd2:g:QaoAAeSwhEBqaGLt,https://i.ebayimg.com/images/g/QaoAAeSwhEBqaGLt/s-l225.jpg,kian-werke,7774,100.0,6.00,EUR,DE,Hildesheim,2026-07-28T08:07:25.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|298524986735|0,ROLEX cal 1030 1035 part 7016 Keil für Rotor Clip f Oscillating Weight original,39.00,EUR,Gebraucht,3000,FIXED_PRICE,https://www.ebay.de/itm/298524986735?_skw=Rolex+1030&hash=item458179cd6f:g:gMIAAeSwsFZqYLGC,https://i.ebayimg.com/images/g/gMIAAeSwsFZqYLGC/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T12:05:35.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|298524980850|0,ROLEX cal 1030 1035 part 6966 Ersatzteil Wechselrad Minute Wheel original,89.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/298524980850?_skw=Rolex+1030&hash=item458179b672:g:gwAAAeSwdhFqYLBz,https://i.ebayimg.com/images/g/gwAAAeSwdhFqYLBz/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T12:00:37.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|298524972016|0,ROLEX cal 1030 1035 part 6948 Ersatzteil Winding Pinion Aufzugstrieb original,129.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/298524972016?_skw=Rolex+1030&hash=item45817993f0:g:L04AAeSw03hqYK40,https://i.ebayimg.com/images/g/L04AAeSw03hqYK40/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T11:50:31.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|307079090114|0,ROLEX cal 1030 1035 part 6949 Ersatzteil Sliding Pinion Clutch Kupplung original,99.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/307079090114?_skw=Rolex+1030&hash=item477f570fc2:g:wL8AAeSwSwhqYK2O,https://i.ebayimg.com/images/g/wL8AAeSwSwhqYK2O/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T11:47:44.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|307079076423|0,ROLEX cal 1030 1035 part 6954 Ersatzteil Sperrrad Ratchet Wheel original,99.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/307079076423?_skw=Rolex+1030&hash=item477f56da47:g:tL8AAeSwU7hqYKv2,https://i.ebayimg.com/images/g/tL8AAeSwU7hqYKv2/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T11:41:29.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|307079051313|0,ROLEX cal 1030 1035 part 6907 Ersatzteil Kleinbodenrad Third Wheel original,99.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/307079051313?_skw=Rolex+1030&hash=item477f567831:g:GdwAAeSwhINqYKft,https://i.ebayimg.com/images/g/GdwAAeSwhINqYKft/s-l225.jpg,luxini_hamburg,3989,100.0,7.00,EUR,DE,Hamburg,2026-07-22T11:30:31.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|336702175613|0,Rolex Oyster Perpetual 34 Edelstahl Automatik Herrenuhr Ref. 6564 Vintage,4050.00,EUR,Gebraucht - Gut,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/336702175613?_skw=Rolex+1030&hash=item4e6503797d:g:Z-EAAeSwJaRqYKlS,https://i.ebayimg.com/images/g/Z-EAAeSwJaRqYKlS/s-l225.jpg,zeitauktion,34689,99.7,0.00,EUR,DE,,2026-07-22T11:26:09.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|800422902629|0,Rolex Unruhe  für 1030 ohne Spirale,,,Gebraucht - Gut,3000,AUCTION|BEST_OFFER,https://www.ebay.de/itm/800422902629?_skw=Rolex+1030&hash=itemba5cec3b65:g:ztcAAeSwNKlqX6K5,https://i.ebayimg.com/images/g/ztcAAeSwNKlqX6K5/s-l225.jpg,jens023,2035,100.0,8.00,EUR,DE,Erfurt,2026-07-29T16:49:47.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|117312108587|0,Rolex Oyster Perpetual Original Gehäuse für 6564/6567 cal.1030 34mm,338.06,EUR,Gebraucht,3000,FIXED_PRICE,https://www.ebay.de/itm/117312108587?_skw=Rolex+1030&hash=item1b5058b82b:g:gP0AAeSwhINqXknj,https://i.ebayimg.com/images/g/gP0AAeSwhINqXknj/s-l225.jpg,j_popular_shop,1630,99.4,21.90,EUR,JP,,2026-07-20T07:20:27.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|206405169543|0,Rolex 1030 6959 Used Setting Lever 1035 1036 1040 1055 Perfect Condition (R125),80.00,EUR,Sehr gut,4000,FIXED_PRICE,https://www.ebay.de/itm/206405169543?_skw=Rolex+1030&hash=item300eb4f187:g:YmQAAeSwHkZqT5lC,https://i.ebayimg.com/images/g/YmQAAeSwHkZqT5lC/s-l225.jpg,kian-werke,7774,100.0,6.00,EUR,DE,Hildesheim,2026-07-09T12:53:31.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|206405148722|0,Used gebraucht Rolex Caliber 1030 Part Number 6907 Third Wheel (RB37),80.00,EUR,Gebraucht - Gut,3000,FIXED_PRICE,https://www.ebay.de/itm/206405148722?_skw=Rolex+1030&hash=item300eb4a032:g:vm8AAeSw7EhqT5oE,https://i.ebayimg.com/images/g/vm8AAeSw7EhqT5oE/s-l225.jpg,kian-werke,7774,100.0,6.99,EUR,DE,Hildesheim,2026-07-09T12:48:19.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|407053229644|0,"#2107 ROLEX ZIFFERBLATT CAL. 1030 OYSTER PERPETUAL BLACK DIAL 27,05mm CADRAN",299.99,EUR,Gebraucht,3000,FIXED_PRICE,https://www.ebay.de/itm/407053229644?_skw=Rolex+1030&hash=item5ec6435e4c:g:CNEAAeSwDoNqS-rA,https://i.ebayimg.com/images/g/CNEAAeSwDoNqS-rA/s-l225.jpg,state_of_time,3866,100.0,6.95,EUR,DE,Gersthofen,2026-07-06T17:51:01.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|236854380990|0,Rolex Oyster Perpetual Bombay Ref.6593 Bj.1959 original Box sehr gut Vintage,5094.00,EUR,Gebraucht - Gut,3000,FIXED_PRICE,https://www.ebay.de/itm/236854380990?_skw=Rolex+1030&hash=item37259f09be:g:Y-sAAeSwJaRqXj8T,https://i.ebayimg.com/images/g/Y-sAAeSwJaRqXj8T/s-l225.jpg,juwelierhaeffner,9599,100.0,30.00,EUR,DE,Stuttgart,2026-06-03T11:23:25.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227351416123|0,Rolex 1030 6900 Wie Neu Standard Feder 1035 1036 1040 1055 1055B,97.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227351416123?_skw=Rolex+1030&hash=item34ef334d3b:g:G2YAAeSwGgRqRSVj,https://i.ebayimg.com/images/g/G2YAAeSwGgRqRSVj/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-05-20T13:27:34.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|206269659314|0,1 x Rolex 1030 6915 Feder für Sweep-Second Ritzel Original Neu ((R250),55.00,EUR,Neu mit Etikett,1000,FIXED_PRICE,https://www.ebay.de/itm/206269659314?_skw=Rolex+1030&hash=item3006a138b2:g:TVoAAeSwZZBqAyp2,https://i.ebayimg.com/images/g/TVoAAeSwZZBqAyp2/s-l225.jpg,kian-werke,7774,100.0,6.00,EUR,DE,Hildesheim,2026-05-12T13:27:56.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|127990711490|0,ROLEX KONVOLUT ORIGINAL TEILE KALIBER 1030,,,Neuf avec étiquettes,1000,AUCTION,https://www.ebay.de/itm/127990711490?_skw=Rolex+1030&hash=item1dccd744c2:g:UBQAAeSwDe5p~PFF,https://i.ebayimg.com/images/g/UBQAAeSwDe5p~PFF/s-l225.jpg,horloge03-2013,641,100.0,18.90,EUR,FR,Saint-Germain-des-Fossés,2026-07-23T16:52:39.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227329200519|0,Rolex 1030 7005-1 Blister Zwischensohle Mov. Autom x1 Zwischensohle,262.90,EUR,Nuovo con etichette,1000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227329200519?_skw=Rolex+1030&hash=item34ede05187:g:C7cAAeSwLw9qSQ-r,https://i.ebayimg.com/images/g/C7cAAeSwLw9qSQ-r/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-05-04T09:22:45.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|157840319167|0,Swiss Uhrenglas kompatibel mit Rolex 1029-1030-1031-1038 - Acryl inklusive,50.09,EUR,Neu ohne Etikett,1500,FIXED_PRICE,https://www.ebay.de/itm/157840319167?_skw=Rolex+1030&hash=item24c00422bf:g:-TQAAeSwgCRqW9HD,https://i.ebayimg.com/images/g/-TQAAeSwgCRqW9HD/s-l225.jpg,timed_horlogerie,266,78.0,6.95,EUR,FR,,2026-04-17T12:40:01.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|306876478688|0,Agujas Rolex Explorer 6610 cal.1030 GILT Originales,600.00,EUR,Usado,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/306876478688?_skw=Rolex+1030&hash=item47734374e0:g:nx0AAeSwTWJp268N,https://i.ebayimg.com/images/g/nx0AAeSwTWJp268N/s-l225.jpg,alber_watches,173,100.0,20.00,EUR,ES,Madrid,2026-04-12T14:44:32.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|168247455591|0,1:1  ETA 2836 2824 Big Lollipop Watch Hand for Rolex 6538 Big Crown Submariner,60.00,EUR,Gebraucht,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/168247455591?_skw=Rolex+1030&hash=item272c546f67:g:~kwAAeSwKvBpeS4S,https://i.ebayimg.com/images/g/~kwAAeSwKvBpeS4S/s-l225.jpg,letsbuyit2236,559,100.0,6.49,EUR,DE,Berlin,2026-03-19T19:20:45.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227234429016|0,Guter Zustand Rolex 1030 6959 gebraucht Zeitschalthebel 1035 1036 1040 1,86.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227234429016?_skw=Rolex+1030&hash=item34e83a3858:g:QCkAAeSwvRxqRPW4,https://i.ebayimg.com/images/g/QCkAAeSwvRxqRPW4/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-02-27T09:07:08.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227233090623|0,Rolex 1030 7027 Wie Neu Zwischenradstein N2 Über 1035 1036,42.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227233090623?_skw=Rolex+1030&hash=item34e825cc3f:g:GpEAAeSw5YRqRP2S,https://i.ebayimg.com/images/g/GpEAAeSw5YRqRP2S/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-02-26T09:35:44.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227233090558|0,Rolex 1030 7022 Wie Neu Zwischenradstein N1 Über 1035 1036,42.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227233090558?_skw=Rolex+1030&hash=item34e825cbfe:g:gacAAeSw3bJqRP0Q,https://i.ebayimg.com/images/g/gacAAeSw3bJqRP0Q/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-02-26T09:35:32.000Z
batch_20260729_214347,iuid_0f4a304cda9c4742,rolex_1030_6900_585,Rolex 1030,4,v1,EBAY_DE,2026-07-29T21:43:52+00:00,v1|227233086328|0,Guter Zustand Rolex 1030 7013 gebraucht Rotorpalette 1035 1036 1040 1055 10,64.90,EUR,Usato,3000,FIXED_PRICE|BEST_OFFER,https://www.ebay.de/itm/227233086328?_skw=Rolex+1030&hash=item34e825bb78:g:gswAAeSwoolqRPyk,https://i.ebayimg.com/images/g/gswAAeSwoolqRPyk/s-l225.jpg,*rarecollections,1405,100.0,29.00,EUR,IT,,2026-02-26T09:31:18.000Z
